id,type,namespace,title,comment,timestamp,user,bot,minor,revision,wiki,parsedcomment,length_old,length_new,len_diff,time_delta,time_delta_sec
2006465931.0,edit,0,1917–18 Huddersfield Town A.F.C. season,Added a reference. ([[WP:MAR26]]),2026-03-16 16:32:35,Omegarightarrow,False,0.0,"{'old': 1289770813, 'new': 1343823306}",enwiki,"Added a reference. (<a href=""/wiki/Wikipedia:MAR26"" class=""mw-redirect"" title=""Wikipedia:MAR26"">WP:MAR26</a>)",6482,6976,494,,0.0
2006462713.0,edit,0,1922–23 Huddersfield Town A.F.C. season,Added two references. ([[WP:MAR26]]),2026-03-16 16:17:58,Omegarightarrow,False,0.0,"{'old': 1335406076, 'new': 1343821339}",enwiki,"Added two references. (<a href=""/wiki/Wikipedia:MAR26"" class=""mw-redirect"" title=""Wikipedia:MAR26"">WP:MAR26</a>)",16519,16818,299,,0.0
2006465504.0,edit,0,1924 retreat from Chaoen,/* top */ Wikilink [[Rif War]],2026-03-16 16:30:45,EdJohnston,False,0.0,"{'old': 1329608766, 'new': 1343823073}",enwiki,"<span class=""autocomment""><a href=""/wiki/1924_retreat_from_Chaoen#top"" title=""1924 retreat from Chaoen"">→<bdi dir=""ltr"">top</bdi></a>: </span> Wikilink <a href=""/wiki/Rif_War"" title=""Rif War"">Rif War</a>",9578,9582,4,,0.0
2006463565.0,edit,0,1929 Salford City Council election,/* Seedley */,2026-03-16 16:21:41,JoeKramer04,False,0.0,"{'old': 1343820949, 'new': 1343821864}",enwiki,"<span class=""autocomment""><a href=""/wiki/1929_Salford_City_Council_election#Seedley"" title=""1929 Salford City Council election"">→<bdi dir=""ltr"">Seedley</bdi></a></span>",17722,17725,3,,0.0
2006464357.0,edit,0,1929 Salford City Council election,/* Weaste */,2026-03-16 16:25:31,JoeKramer04,False,0.0,"{'old': 1343821864, 'new': 1343822376}",enwiki,"<span class=""autocomment""><a href=""/wiki/1929_Salford_City_Council_election#Weaste"" title=""1929 Salford City Council election"">→<bdi dir=""ltr"">Weaste</bdi></a></span>",17725,17726,1,0 days 00:03:50,230.0
2006465783.0,edit,0,1930 FIFA World Cup,/* top */ all matches in Montevideo,2026-03-16 16:31:47,S.A. Julio,False,0.0,"{'old': 1340066957, 'new': 1343823213}",enwiki,"<span class=""autocomment""><a href=""/wiki/1930_FIFA_World_Cup#top"" title=""1930 FIFA World Cup"">→<bdi dir=""ltr"">top</bdi></a>: </span> all matches in Montevideo",55510,55544,34,,0.0
2006464136.0,edit,0,1935 Boston Redskins season,/* Standings */,2026-03-16 16:24:31,UCO2009bluejay,False,0.0,"{'old': 1341243807, 'new': 1343822234}",enwiki,"<span class=""autocomment""><a href=""/wiki/1935_Boston_Redskins_season#Standings"" title=""1935 Boston Redskins season"">→<bdi dir=""ltr"">Standings</bdi></a></span>",6737,6706,-31,,0.0
2006464190.0,edit,0,1935–36 Midwest Basketball Conference season,"/* Teams */ Typo fixing, replaced: Pittsbugh → Pittsburgh",2026-03-16 16:24:55,John of Reading,False,1.0,"{'old': 1338296019, 'new': 1343822272}",enwiki,"<span class=""autocomment""><a href=""/wiki/1935%E2%80%9336_Midwest_Basketball_Conference_season#Teams"" title=""1935–36 Midwest Basketball Conference season"">→<bdi dir=""ltr"">Teams</bdi></a>: </span> Typo fixing, replaced: Pittsbugh → Pittsburgh",22382,22383,1,,0.0
2006464187.0,edit,0,1936 Boston Redskins season,/* Standings */,2026-03-16 16:24:54,UCO2009bluejay,False,0.0,"{'old': 1341243833, 'new': 1343822269}",enwiki,"<span class=""autocomment""><a href=""/wiki/1936_Boston_Redskins_season#Standings"" title=""1936 Boston Redskins season"">→<bdi dir=""ltr"">Standings</bdi></a></span>",12115,12083,-32,,0.0
2006465820.0,edit,0,1936 Boston Redskins season,/* Schedule */,2026-03-16 16:32:00,UCO2009bluejay,False,0.0,"{'old': 1343822269, 'new': 1343823244}",enwiki,"<span class=""autocomment""><a href=""/wiki/1936_Boston_Redskins_season#Schedule"" title=""1936 Boston Redskins season"">→<bdi dir=""ltr"">Schedule</bdi></a></span>",12083,11956,-127,0 days 00:07:06,426.0
2006464322.0,edit,0,1937 Washington Redskins season,/* Playoffs */,2026-03-16 16:25:21,UCO2009bluejay,False,0.0,"{'old': 1343003991, 'new': 1343822359}",enwiki,"<span class=""autocomment""><a href=""/wiki/1937_Washington_Redskins_season#Playoffs"" title=""1937 Washington Redskins season"">→<bdi dir=""ltr"">Playoffs</bdi></a></span>",13111,13100,-11,,0.0
2006465695.0,edit,0,1937 Washington Redskins season,/* Schedule */,2026-03-16 16:31:24,UCO2009bluejay,False,0.0,"{'old': 1343822359, 'new': 1343823167}",enwiki,"<span class=""autocomment""><a href=""/wiki/1937_Washington_Redskins_season#Schedule"" title=""1937 Washington Redskins season"">→<bdi dir=""ltr"">Schedule</bdi></a></span>",13100,12981,-119,0 days 00:06:03,363.0
2006464380.0,edit,0,1938 Washington Redskins season,/* Standings */,2026-03-16 16:25:40,UCO2009bluejay,False,0.0,"{'old': 1341243897, 'new': 1343822396}",enwiki,"<span class=""autocomment""><a href=""/wiki/1938_Washington_Redskins_season#Standings"" title=""1938 Washington Redskins season"">→<bdi dir=""ltr"">Standings</bdi></a></span>",10370,10339,-31,,0.0
2006464979.0,edit,0,1938 Washington Redskins season,/* Schedule */,2026-03-16 16:28:22,UCO2009bluejay,False,0.0,"{'old': 1343822396, 'new': 1343822776}",enwiki,"<span class=""autocomment""><a href=""/wiki/1938_Washington_Redskins_season#Schedule"" title=""1938 Washington Redskins season"">→<bdi dir=""ltr"">Schedule</bdi></a></span>",10339,10224,-115,0 days 00:02:42,162.0
2006464535.0,edit,0,1939 Washington Redskins season,/* Schedule */,2026-03-16 16:26:31,UCO2009bluejay,False,0.0,"{'old': 1341243924, 'new': 1343822512}",enwiki,"<span class=""autocomment""><a href=""/wiki/1939_Washington_Redskins_season#Schedule"" title=""1939 Washington Redskins season"">→<bdi dir=""ltr"">Schedule</bdi></a></span>",6587,6470,-117,,0.0
2006463783.0,edit,0,1959 Fijian general election,Adding [[WP:SDNONE|intentionally blank]] description,2026-03-16 16:22:46,Tarkowski,False,0.0,"{'old': 1274668630, 'new': 1343822017}",enwiki,"Adding <a href=""/wiki/Wikipedia:SDNONE"" class=""mw-redirect"" title=""Wikipedia:SDNONE"">intentionally blank</a> description",5386,5413,27,,0.0
2006462708.0,edit,0,1967 Southport 24 Hour Race,,2026-03-16 16:17:58,Fin.Seaman,False,0.0,"{'old': 1343773143, 'new': 1343821336}",enwiki,,3720,3743,23,,0.0
2006464238.0,edit,0,1968 Houston Astros season,"/* top */ Typo fixing, replaced: Pitsburgh → Pittsburgh",2026-03-16 16:25:04,John of Reading,False,1.0,"{'old': 1341702354, 'new': 1343822319}",enwiki,"<span class=""autocomment""><a href=""/wiki/1968_Houston_Astros_season#top"" title=""1968 Houston Astros season"">→<bdi dir=""ltr"">top</bdi></a>: </span> Typo fixing, replaced: Pitsburgh → Pittsburgh",50792,50793,1,,0.0
2006464395.0,edit,0,1968 student demonstrations in Yugoslavia,,2026-03-16 16:25:49,Lazarbeem,False,0.0,"{'old': 1336985868, 'new': 1343822413}",enwiki,,5802,5893,91,,0.0
2006463141.0,edit,0,1970–71 Paris Saint-Germain FC season,/* Squad */,2026-03-16 16:19:53,AlterDiegos,False,0.0,"{'old': 1343499205, 'new': 1343821592}",enwiki,"<span class=""autocomment""><a href=""/wiki/1970%E2%80%9371_Paris_Saint-Germain_FC_season#Squad"" title=""1970–71 Paris Saint-Germain FC season"">→<bdi dir=""ltr"">Squad</bdi></a></span>",34597,34619,22,,0.0
2006464179.0,edit,0,1972 Summer Olympics,Corrected topic field in Expand German,2026-03-16 16:24:45,KeikiKane,False,1.0,"{'old': 1339135108, 'new': 1343822254}",enwiki,Corrected topic field in Expand German,70906,70908,2,,0.0
2006462409.0,edit,0,1975 Copa Perú,/* 1974 Liga Provincial de Lima (Interligas) */,2026-03-16 16:16:43,Ericbaudouin,False,1.0,"{'old': 1343818164, 'new': 1343821158}",enwiki,"<span class=""autocomment""><a href=""/wiki/1975_Copa_Per%C3%BA#1974_Liga_Provincial_de_Lima_(Interligas)"" title=""1975 Copa Perú"">→<bdi dir=""ltr"">1974 Liga Provincial de Lima (Interligas)</bdi></a></span>",7646,7652,6,,0.0
2006462885.0,edit,0,1977–78 Paris Saint-Germain FC season,,2026-03-16 16:18:45,AlterDiegos,False,0.0,"{'old': 1342579393, 'new': 1343821443}",enwiki,,37114,37244,130,,0.0
2006463396.0,edit,0,1977–78 Paris Saint-Germain FC season,/* Out on loan */,2026-03-16 16:21:00,AlterDiegos,False,0.0,"{'old': 1343821443, 'new': 1343821762}",enwiki,"<span class=""autocomment""><a href=""/wiki/1977%E2%80%9378_Paris_Saint-Germain_FC_season#Out_on_loan"" title=""1977–78 Paris Saint-Germain FC season"">→<bdi dir=""ltr"">Out on loan</bdi></a></span>",37244,37329,85,0 days 00:02:15,135.0
2006463520.0,edit,0,1977–78 Paris Saint-Germain FC season,/* Transfers */,2026-03-16 16:21:31,AlterDiegos,False,0.0,"{'old': 1343821762, 'new': 1343821835}",enwiki,"<span class=""autocomment""><a href=""/wiki/1977%E2%80%9378_Paris_Saint-Germain_FC_season#Transfers"" title=""1977–78 Paris Saint-Germain FC season"">→<bdi dir=""ltr"">Transfers</bdi></a></span>",37329,37435,106,0 days 00:00:31,31.0
2006463603.0,edit,0,1977–78 Paris Saint-Germain FC season,/* Arrivals */,2026-03-16 16:21:53,AlterDiegos,False,0.0,"{'old': 1343821835, 'new': 1343821895}",enwiki,"<span class=""autocomment""><a href=""/wiki/1977%E2%80%9378_Paris_Saint-Germain_FC_season#Arrivals"" title=""1977–78 Paris Saint-Germain FC season"">→<bdi dir=""ltr"">Arrivals</bdi></a></span>",37435,37417,-18,0 days 00:00:22,22.0
2006464046.0,edit,0,1977–78 Paris Saint-Germain FC season,/* Appearances and goals */,2026-03-16 16:23:58,AlterDiegos,False,0.0,"{'old': 1343821895, 'new': 1343822169}",enwiki,"<span class=""autocomment""><a href=""/wiki/1977%E2%80%9378_Paris_Saint-Germain_FC_season#Appearances_and_goals"" title=""1977–78 Paris Saint-Germain FC season"">→<bdi dir=""ltr"">Appearances and goals</bdi></a></span>",37417,37574,157,0 days 00:02:05,125.0
2006465438.0,edit,0,1978–79 Paris Saint-Germain FC season,,2026-03-16 16:30:21,AlterDiegos,False,0.0,"{'old': 1342579421, 'new': 1343823025}",enwiki,,37387,37852,465,,0.0
2006463229.0,edit,0,1994–95 Orlando Magic season,completed regular season game log,2026-03-16 16:20:12,Mta910,False,0.0,"{'old': 1343567694, 'new': 1343821636}",enwiki,completed regular season game log,62090,73156,11066,,0.0
2006464530.0,edit,0,"2-aminobenzenesulfonate 2,3-dioxygenase",Add chemical reaction template and text,2026-03-16 16:26:30,Michael D. Turnbull,False,0.0,"{'old': 1303178856, 'new': 1343822509}",enwiki,Add chemical reaction template and text,2723,2567,-156,,0.0
2006463120.0,edit,0,2000 Paraguayan coup attempt,"Adding [[Wikipedia:Short description|short description]]: ""2000 political crisis in Paraguay""",2026-03-16 16:19:48,Tarkowski,False,0.0,"{'old': 1320706122, 'new': 1343821581}",enwiki,"Adding <a href=""/wiki/Wikipedia:Short_description"" title=""Wikipedia:Short description"">short description</a>: &quot;2000 political crisis in Paraguay&quot;",6086,6142,56,,0.0
2006462826.0,edit,0,2002 Arkansas gubernatorial election,Alphabetized county flip list,2026-03-16 16:18:27,Cityplace2711,False,0.0,"{'old': 1340449570, 'new': 1343821403}",enwiki,Alphabetized county flip list,14880,14876,-4,,0.0
2006463813.0,edit,0,2002 Fijian local elections,"Changing [[Wikipedia:Short description|short description]] from ""2002 local elections in Fiji"" to one that is [[WP:SDNONE|intentionally blank]]",2026-03-16 16:22:58,Tarkowski,False,0.0,"{'old': 1334035889, 'new': 1343822034}",enwiki,"Changing <a href=""/wiki/Wikipedia:Short_description"" title=""Wikipedia:Short description"">short description</a> from &quot;2002 local elections in Fiji&quot; to one that is <a href=""/wiki/Wikipedia:SDNONE"" class=""mw-redirect"" title=""Wikipedia:SDNONE"">intentionally blank</a>",6375,6351,-24,,0.0
2006464575.0,edit,0,2002 Texas Tech Red Raiders football team,/* Roster */,2026-03-16 16:26:38,~2026-16566-45,False,0.0,"{'old': 1339602660, 'new': 1343822535}",enwiki,"<span class=""autocomment""><a href=""/wiki/2002_Texas_Tech_Red_Raiders_football_team#Roster"" title=""2002 Texas Tech Red Raiders football team"">→<bdi dir=""ltr"">Roster</bdi></a></span>",13452,13462,10,,0.0
2006464306.0,edit,0,2003 Pittsburgh Steelers season,"/* Week 5 */ Typo fixing, replaced: Pittsbrugh → Pittsburgh",2026-03-16 16:25:17,John of Reading,False,1.0,"{'old': 1341179443, 'new': 1343822348}",enwiki,"<span class=""autocomment""><a href=""/wiki/2003_Pittsburgh_Steelers_season#Week_5"" title=""2003 Pittsburgh Steelers season"">→<bdi dir=""ltr"">Week 5</bdi></a>: </span> Typo fixing, replaced: Pittsbrugh → Pittsburgh",29672,29672,0,,0.0
2006463882.0,edit,0,2005 Fijian local elections,Adding [[WP:SDNONE|intentionally blank]] description,2026-03-16 16:23:17,Tarkowski,False,0.0,"{'old': 1334035894, 'new': 1343822080}",enwiki,"Adding <a href=""/wiki/Wikipedia:SDNONE"" class=""mw-redirect"" title=""Wikipedia:SDNONE"">intentionally blank</a> description",15700,15727,27,,0.0
2006464347.0,edit,0,2007 West Virginia Mountaineers football team,"/* top */ Typo fixing, replaced: Pittburgh → Pittsburgh",2026-03-16 16:25:27,John of Reading,False,1.0,"{'old': 1339225586, 'new': 1343822372}",enwiki,"<span class=""autocomment""><a href=""/wiki/2007_West_Virginia_Mountaineers_football_team#top"" title=""2007 West Virginia Mountaineers football team"">→<bdi dir=""ltr"">top</bdi></a>: </span> Typo fixing, replaced: Pittburgh → Pittsburgh",45960,45961,1,,0.0
2006463688.0,edit,0,2009 24 Hours of Nürburgring,,2026-03-16 16:22:13,MSport1005,False,1.0,"{'old': 1330015147, 'new': 1343821943}",enwiki,,66975,66977,2,,0.0
2006464239.0,edit,0,2014 Swedish local elections,"Adding [[WP:SDNONE|intentionally blank]] description, overriding Wikidata description ""municipal elections of 2014 in Sweden""",2026-03-16 16:25:06,Tarkowski,False,0.0,"{'old': 1273360377, 'new': 1343822323}",enwiki,"Adding <a href=""/wiki/Wikipedia:SDNONE"" class=""mw-redirect"" title=""Wikipedia:SDNONE"">intentionally blank</a> description, overriding Wikidata description &quot;municipal elections of 2014 in Sweden&quot;",3152,3179,27,,0.0
2006463159.0,edit,0,2016 Burkina Faso coup attempt,"Adding [[Wikipedia:Short description|short description]]: ""2016 political crisis in Burkina Faso""",2026-03-16 16:20:02,Tarkowski,False,0.0,"{'old': 1320706409, 'new': 1343821606}",enwiki,"Adding <a href=""/wiki/Wikipedia:Short_description"" title=""Wikipedia:Short description"">short description</a>: &quot;2016 political crisis in Burkina Faso&quot;",2932,2992,60,,0.0
2006464139.0,edit,0,2017 PBA draft,/* Draft */,2026-03-16 16:24:31,Error404Hacker.exe,False,0.0,"{'old': 1334518659, 'new': 1343822235}",enwiki,"<span class=""autocomment""><a href=""/wiki/2017_PBA_draft#Draft"" title=""2017 PBA draft"">→<bdi dir=""ltr"">Draft</bdi></a></span>",30678,30704,26,,0.0
2006465696.0,edit,0,2022 Caspian seal die-off,,2026-03-16 16:31:25,YukiKoKo,False,0.0,"{'old': 1132442711, 'new': 1343823168}",enwiki,,3464,3498,34,,0.0
2006462455.0,edit,0,2022 South Dakota gubernatorial election,/* Post-primary endorsements */,2026-03-16 16:16:50,~2026-15564-44,False,0.0,"{'old': 1337313040, 'new': 1343821176}",enwiki,"<span class=""autocomment""><a href=""/wiki/2022_South_Dakota_gubernatorial_election#Post-primary_endorsements"" title=""2022 South Dakota gubernatorial election"">→<bdi dir=""ltr"">Post-primary endorsements</bdi></a></span>",56744,56741,-3,,0.0
2006465756.0,edit,0,2024 Southport 24 Hour Race,/* Entry list */,2026-03-16 16:31:45,Fin.Seaman,False,0.0,"{'old': 1343773164, 'new': 1343823209}",enwiki,"<span class=""autocomment""><a href=""/wiki/2024_Southport_24_Hour_Race#Entry_list"" title=""2024 Southport 24 Hour Race"">→<bdi dir=""ltr"">Entry list</bdi></a></span>",22265,22265,0,,0.0
2006462980.0,edit,0,2024 in Japanese television,/* New series and returning shows */ 'The Dangers in My Heart' TV anime is getting a third season in 2027,2026-03-16 16:19:07,~2026-16598-83,False,0.0,"{'old': 1341322350, 'new': 1343821493}",enwiki,"<span class=""autocomment""><a href=""/wiki/2024_in_Japanese_television#New_series_and_returning_shows"" title=""2024 in Japanese television"">→<bdi dir=""ltr"">New series and returning shows</bdi></a>: </span> &#039;The Dangers in My Heart&#039; TV anime is getting a third season in 2027",90748,90751,3,,0.0
2006463147.0,edit,0,2025 Albanian parliamentary election,/* Campaign incidents */,2026-03-16 16:19:52,Lightnightx3x,False,0.0,"{'old': 1343563289, 'new': 1343821595}",enwiki,"<span class=""autocomment""><a href=""/wiki/2025_Albanian_parliamentary_election#Campaign_incidents"" title=""2025 Albanian parliamentary election"">→<bdi dir=""ltr"">Campaign incidents</bdi></a></span>",166520,166528,8,,0.0
2006464755.0,edit,0,2025 Albanian parliamentary election,/* Socialist Party campaign */,2026-03-16 16:27:12,Lightnightx3x,False,0.0,"{'old': 1343821595, 'new': 1343822611}",enwiki,"<span class=""autocomment""><a href=""/wiki/2025_Albanian_parliamentary_election#Socialist_Party_campaign"" title=""2025 Albanian parliamentary election"">→<bdi dir=""ltr"">Socialist Party campaign</bdi></a></span>",166528,167023,495,0 days 00:07:20,440.0
2006463793.0,edit,0,2025 Campeonato Nacional de Fútbol de Cuba,/* Hat-tricks */,2026-03-16 16:22:49,CubanoBoi,False,0.0,"{'old': 1343811288, 'new': 1343822024}",enwiki,"<span class=""autocomment""><a href=""/wiki/2025_Campeonato_Nacional_de_F%C3%BAtbol_de_Cuba#Hat-tricks"" title=""2025 Campeonato Nacional de Fútbol de Cuba"">→<bdi dir=""ltr"">Hat-tricks</bdi></a></span>",17850,18010,160,,0.0
2006464083.0,edit,0,2025 Campeonato Nacional de Fútbol de Cuba,/* Hat-tricks */Ref,2026-03-16 16:24:08,CubanoBoi,False,0.0,"{'old': 1343822024, 'new': 1343822199}",enwiki,"<span class=""autocomment""><a href=""/wiki/2025_Campeonato_Nacional_de_F%C3%BAtbol_de_Cuba#Hat-tricks"" title=""2025 Campeonato Nacional de Fútbol de Cuba"">→<bdi dir=""ltr"">Hat-tricks</bdi></a>: </span>Ref",18010,18240,230,0 days 00:01:19,79.0
2006465155.0,edit,0,2025 Campeonato Nacional de Fútbol de Cuba,/* Hat-tricks */Date fix,2026-03-16 16:29:10,CubanoBoi,False,0.0,"{'old': 1343822199, 'new': 1343822877}",enwiki,"<span class=""autocomment""><a href=""/wiki/2025_Campeonato_Nacional_de_F%C3%BAtbol_de_Cuba#Hat-tricks"" title=""2025 Campeonato Nacional de Fútbol de Cuba"">→<bdi dir=""ltr"">Hat-tricks</bdi></a>: </span>Date fix",18240,18240,0,0 days 00:05:02,302.0
2006463557.0,edit,0,2025 MTV Video Music Awards,v2.05 - Repaired 1 link to disambiguation page - [[WP:DPL|(You can help)]] - [[Lonely Road (song)]],2026-03-16 16:21:40,Tassedethe,False,1.0,"{'old': 1342894094, 'new': 1343821862}",enwiki,"v2.05 - Repaired 1 link to disambiguation page - <a href=""/wiki/Wikipedia:DPL"" class=""mw-redirect"" title=""Wikipedia:DPL"">(You can help)</a> - <a href=""/wiki/Lonely_Road_(song)"" class=""mw-redirect"" title=""Lonely Road (song)"">Lonely Road (song)</a>",38583,38616,33,,0.0
2006465872.0,edit,0,2025 Southport 24 Hour Race,,2026-03-16 16:32:18,Fin.Seaman,False,0.0,"{'old': 1343773178, 'new': 1343823276}",enwiki,,15466,15466,0,,0.0
2006464766.0,edit,0,2025–26 AFC Ajax season,/* Matches */,2026-03-16 16:27:14,Claudiogostoso,False,0.0,"{'old': 1343724943, 'new': 1343822608}",enwiki,"<span class=""autocomment""><a href=""/wiki/2025%E2%80%9326_AFC_Ajax_season#Matches"" title=""2025–26 AFC Ajax season"">→<bdi dir=""ltr"">Matches</bdi></a></span>",70393,70411,18,,0.0
2006465205.0,edit,0,2025–26 Alabama Crimson Tide men's basketball team,,2026-03-16 16:29:21,Smitty Smitty,False,0.0,"{'old': 1343810340, 'new': 1343822902}",enwiki,,40554,40556,2,,0.0
2006462945.0,edit,0,2025–26 Arizona Wildcats men's basketball team,/* LIU (NCAA Tournament 1st Round) */,2026-03-16 16:18:58,Smitty Smitty,False,0.0,"{'old': 1343805480, 'new': 1343821467}",enwiki,"<span class=""autocomment""><a href=""/wiki/2025%E2%80%9326_Arizona_Wildcats_men%27s_basketball_team#LIU_(NCAA_Tournament_1st_Round)"" title=""2025–26 Arizona Wildcats men&#039;s basketball team"">→<bdi dir=""ltr"">LIU (NCAA Tournament 1st Round)</bdi></a></span>",83171,83158,-13,,0.0
2006463067.0,edit,0,2025–26 Arizona Wildcats men's basketball team,/* Rankings */,2026-03-16 16:19:35,Smitty Smitty,False,0.0,"{'old': 1343821467, 'new': 1343821543}",enwiki,"<span class=""autocomment""><a href=""/wiki/2025%E2%80%9326_Arizona_Wildcats_men%27s_basketball_team#Rankings"" title=""2025–26 Arizona Wildcats men&#039;s basketball team"">→<bdi dir=""ltr"">Rankings</bdi></a></span>",83158,83179,21,0 days 00:00:37,37.0
2006465404.0,edit,0,2025–26 Arkansas Razorbacks men's basketball team,,2026-03-16 16:30:14,Smitty Smitty,False,0.0,"{'old': 1343805971, 'new': 1343823005}",enwiki,,36519,36521,2,,0.0
2006463386.0,edit,0,2025–26 Eastern Kentucky Colonels women's basketball team,,2026-03-16 16:20:59,MKP2020,False,0.0,"{'old': 1343496642, 'new': 1343821759}",enwiki,,24457,24511,54,,0.0
2006465716.0,edit,0,2025–26 Gonzaga Bulldogs men's basketball team,,2026-03-16 16:31:32,Smitty Smitty,False,0.0,"{'old': 1343807225, 'new': 1343823181}",enwiki,,37968,37970,2,,0.0
2006465826.0,edit,0,2025–26 Greek Football Cup,/* Semi-finals */ tag,2026-03-16 16:31:58,Abudabanas,False,1.0,"{'old': 1338704682, 'new': 1343823238}",enwiki,"<span class=""autocomment""><a href=""/wiki/2025%E2%80%9326_Greek_Football_Cup#Semi-finals"" title=""2025–26 Greek Football Cup"">→<bdi dir=""ltr"">Semi-finals</bdi></a>: </span> tag",60736,60759,23,,0.0
2006463538.0,edit,0,2025–26 Harvard Crimson women's basketball team,,2026-03-16 16:21:37,MKP2020,False,0.0,"{'old': 1343552355, 'new': 1343821852}",enwiki,,25891,25945,54,,0.0
2006465600.0,edit,0,2025–26 Illinois Fighting Illini men's basketball team,,2026-03-16 16:31:09,Smitty Smitty,False,0.0,"{'old': 1343807960, 'new': 1343823122}",enwiki,,41601,41604,3,,0.0
2006463869.0,edit,0,2025–26 Indian Super League,,2026-03-16 16:23:12,~2026-91616-2,False,0.0,"{'old': 1343820940, 'new': 1343822066}",enwiki,,45686,45712,26,,0.0
