title,timestamp,bot,minor,length_old,length_new,len_diff,time_delta_sec,is_first_post,type_edit,type_log,type_new,ns_grouped_1,ns_grouped_14,ns_grouped_2,ns_grouped_3,ns_grouped_4,ns_grouped_others,title_len,is_revert,is_update,is_minor_fix,comment_len,user_activity_score,is_pro_editor,rev_diff,is_section_edit,comment_clean_len
2025–26 Indian Super League,2026-03-16 16:29:52,False,0,45713,45727,14,63.0,False,True,False,False,False,False,False,False,False,False,27,0,0,0,10,9,0,0,0,10
2025–26 Iowa State Cyclones men's basketball team,2026-03-16 16:32:36,False,0,38945,38946,1,0.0,True,True,False,False,False,False,False,False,False,False,49,0,0,0,10,24,0,0,0,10
2025–26 Kansas Jayhawks men's basketball team,2026-03-16 16:29:37,False,0,38770,38772,2,0.0,True,True,False,False,False,False,False,False,False,False,45,0,0,0,10,24,0,0,0,10
2025–26 Louisville Cardinals men's basketball team,2026-03-16 16:26:52,False,0,43007,43009,2,0.0,True,True,False,False,False,False,False,False,False,False,50,0,0,0,14,24,0,0,1,9
2025–26 Miami Hurricanes men's basketball team,2026-03-16 16:27:12,False,0,42464,42466,2,0.0,True,True,False,False,False,False,False,False,False,False,46,0,0,0,10,24,0,0,0,10
2025–26 Miami RedHawks men's basketball team,2026-03-16 16:26:13,False,0,64484,64487,3,0.0,True,True,False,False,False,False,False,False,False,False,44,0,0,0,10,24,0,0,0,10
2025–26 Miami RedHawks men's basketball team,2026-03-16 16:26:22,False,0,64487,64485,-2,9.0,False,True,False,False,False,False,False,False,False,False,44,0,0,0,10,24,0,0,0,10
2025–26 Michigan State Spartans men's basketball team,2026-03-16 16:31:19,False,0,113425,113428,3,0.0,True,True,False,False,False,False,False,False,False,False,53,0,0,0,10,24,0,0,0,10
2025–26 NCAA Division I men's basketball rankings,2026-03-16 16:25:55,False,0,74532,75269,737,0.0,True,True,False,False,False,False,False,False,False,False,49,0,0,0,28,24,0,0,1,23
2025–26 NCAA Division I men's basketball season,2026-03-16 16:31:32,False,0,142792,143243,451,0.0,True,True,False,False,False,False,False,False,False,False,47,0,0,0,22,1,0,0,1,17
2025–26 Nebraska Cornhuskers men's basketball team,2026-03-16 16:30:34,False,0,41721,41723,2,0.0,True,True,False,False,False,False,False,False,False,False,50,0,0,0,10,24,0,0,0,10
2025–26 North Carolina Tar Heels men's basketball team,2026-03-16 16:27:51,False,0,42760,42762,2,0.0,True,True,False,False,False,False,False,False,False,False,54,0,0,0,10,24,0,0,0,10
2025–26 Oregon State Beavers women's basketball team,2026-03-16 16:24:04,False,0,30808,30864,56,0.0,True,True,False,False,False,False,False,False,False,False,52,0,0,0,10,12,0,0,0,10
2025–26 PSA Squash Tour,2026-03-16 16:16:45,False,0,354552,354693,141,0.0,True,True,False,False,False,False,False,False,False,False,23,0,0,0,11,1,0,0,1,6
2025–26 Purdue Boilermakers men's basketball team,2026-03-16 16:30:51,False,0,44900,44902,2,0.0,True,True,False,False,False,False,False,False,False,False,49,0,0,0,10,24,0,0,0,10
2025–26 Saint Mary's Gaels men's basketball team,2026-03-16 16:27:33,False,0,34741,34743,2,0.0,True,True,False,False,False,False,False,False,False,False,48,0,0,0,10,24,0,0,0,10
2025–26 Scottish League Two,2026-03-16 16:28:02,False,0,24076,23980,-96,0.0,True,True,False,False,False,False,False,False,False,False,27,0,0,0,10,2,0,0,0,10
2025–26 Scottish Premiership,2026-03-16 16:25:22,False,0,45230,45080,-150,0.0,True,True,False,False,False,False,False,False,False,False,28,0,0,0,10,2,0,0,0,10
2025–26 St. John's Red Storm men's basketball team,2026-03-16 16:31:47,False,0,47768,47768,0,0.0,True,True,False,False,False,False,False,False,False,False,50,0,0,0,10,24,0,0,0,10
2025–26 Tennessee Volunteers basketball team,2026-03-16 16:26:34,False,0,35289,35293,4,0.0,True,True,False,False,False,False,False,False,False,False,44,0,0,0,10,24,0,0,0,10
2025–26 Texas Tech Red Raiders basketball team,2026-03-16 16:29:00,False,0,32242,32244,2,0.0,True,True,False,False,False,False,False,False,False,False,46,0,0,0,10,24,0,0,0,10
2025–26 Tunisian Ligue Professionnelle 1,2026-03-16 16:20:09,False,0,38334,38541,207,0.0,True,True,False,False,False,False,False,False,False,False,40,0,0,0,10,2,0,0,0,10
2025–26 Tunisian Ligue Professionnelle 1,2026-03-16 16:25:11,False,0,38541,38583,42,302.0,False,True,False,False,False,False,False,False,False,False,40,0,0,0,16,2,0,0,1,11
2025–26 Türkiye Basketbol Ligi,2026-03-16 16:27:48,False,0,32387,32396,9,0.0,True,True,False,False,False,False,False,False,False,False,30,0,0,0,13,3,0,0,1,8
2025–26 Türkiye Basketbol Ligi,2026-03-16 16:31:14,False,0,32396,32396,0,206.0,False,True,False,False,False,False,False,False,False,False,30,0,0,0,18,3,0,0,1,13
2025–26 Türkiye Basketbol Ligi,2026-03-16 16:31:42,False,0,32396,32396,0,28.0,False,True,False,False,False,False,False,False,False,False,30,0,0,0,13,3,0,0,1,8
2025–26 UConn Huskies men's basketball team,2026-03-16 16:32:19,False,0,34819,34820,1,0.0,True,True,False,False,False,False,False,False,False,False,43,0,0,0,10,24,0,0,0,10
2025–26 Utah Utes women's basketball team,2026-03-16 16:19:26,False,0,32911,32965,54,0.0,True,True,False,False,False,False,False,False,False,False,41,0,0,0,10,12,0,0,0,10
2025–26 Vanderbilt Commodores men's basketball team,2026-03-16 16:30:00,False,0,34119,34121,2,0.0,True,True,False,False,False,False,False,False,False,False,51,0,0,0,10,24,0,0,0,10
2025–26 Virginia Cavaliers men's basketball team,2026-03-16 16:32:07,False,0,46149,46150,1,0.0,True,True,False,False,False,False,False,False,False,False,48,0,0,0,10,24,0,0,0,10
2025–26 Wisconsin Badgers women's basketball team,2026-03-16 16:22:17,False,0,31165,31219,54,0.0,True,True,False,False,False,False,False,False,False,False,49,0,0,0,10,12,0,0,0,10
2026 BNP Paribas Open – Men's doubles,2026-03-16 16:22:18,False,0,19270,19304,34,0.0,True,True,False,False,False,False,False,False,False,False,37,0,0,0,9,3,0,0,1,4
2026 BNP Paribas Open – Men's singles,2026-03-16 16:28:59,False,0,59478,59478,0,0.0,True,True,False,False,False,False,False,False,False,False,37,0,0,0,9,3,0,0,1,4
2026 BNP Paribas Open – Women's doubles,2026-03-16 16:24:01,False,0,18699,18462,-237,0.0,True,True,False,False,False,False,False,False,False,False,39,0,0,0,9,3,0,0,1,4
2026 Chinese Grand Prix,2026-03-16 16:23:49,False,1,45441,45446,5,0.0,True,True,False,False,False,False,False,False,False,False,23,0,0,0,27,1,0,0,1,22
2026 FIA European Rallycross Championship,2026-03-16 16:30:23,False,0,19147,19567,420,0.0,True,True,False,False,False,False,False,False,False,False,41,0,0,0,9,1,0,0,1,4
2026 FIFA World Cup,2026-03-16 16:28:27,False,0,215058,215031,-27,0.0,True,True,False,False,False,False,False,False,False,False,19,0,0,0,41,1,0,0,1,36
2026 FIFA World Cup qualification (inter-confederation play-offs),2026-03-16 16:16:48,False,0,23118,23169,51,0.0,True,True,False,False,False,False,False,False,False,False,65,0,0,0,19,3,0,0,1,16
2026 FIFA World Cup qualification (inter-confederation play-offs),2026-03-16 16:17:12,False,0,23169,23220,51,24.0,False,True,False,False,False,False,False,False,False,False,65,0,0,0,19,3,0,0,1,16
2026 Fijian local elections,2026-03-16 16:23:07,False,0,6226,6198,-28,0.0,True,True,False,False,False,False,False,False,False,False,27,0,0,0,147,65,1,0,0,111
2026 Illinois Attorney General election,2026-03-16 16:17:25,False,0,8136,8226,90,0.0,True,True,False,False,False,False,False,False,False,False,39,0,1,0,30,1,0,0,1,27
2026 Indiana Senate election,2026-03-16 16:27:31,False,0,56378,56833,455,0.0,True,True,False,False,False,False,False,False,False,False,28,0,0,0,17,3,0,0,1,12
2026 Indiana Senate election,2026-03-16 16:28:13,False,0,56833,56810,-23,42.0,False,True,False,False,False,False,False,False,False,False,28,0,0,0,28,3,0,0,1,25
2026 Kerala Legislative Assembly election,2026-03-16 16:25:12,False,0,62388,62382,-6,0.0,True,True,False,False,False,False,False,False,False,False,41,0,0,0,27,1,0,0,1,22
2026 Lebanon war,2026-03-16 16:18:04,False,0,64059,64031,-28,0.0,True,True,False,False,False,False,False,False,False,False,16,0,0,0,197,2,0,0,0,103
2026 Liga Femenina,2026-03-16 16:27:51,False,1,19713,19693,-20,0.0,True,True,False,False,False,False,False,False,False,False,18,0,0,0,13,3,0,0,1,8
2026 Liga Femenina,2026-03-16 16:31:34,False,1,19693,19658,-35,223.0,False,True,False,False,False,False,False,False,False,False,18,0,0,0,13,3,0,0,1,8
2026 NASCAR Cup Series,2026-03-16 16:23:15,False,0,86265,86281,16,0.0,True,True,False,False,False,False,False,False,False,False,22,0,0,0,10,19,0,0,0,10
2026 NASCAR O'Reilly Auto Parts Series,2026-03-16 16:30:33,False,0,105656,105672,16,0.0,True,True,False,False,False,False,False,False,False,False,38,0,0,0,10,19,0,0,0,10
2026 NCAA Division I men's basketball tournament,2026-03-16 16:20:09,False,0,78006,78006,0,0.0,True,True,False,False,False,False,False,False,False,False,48,0,0,0,40,1,0,0,1,37
2026 NCAA Division I men's basketball tournament,2026-03-16 16:26:59,False,0,78006,78150,144,410.0,False,True,False,False,False,False,False,False,False,False,48,0,0,0,10,1,0,0,0,10
2026 Nepalese general election,2026-03-16 16:30:03,False,1,167855,167856,1,0.0,True,True,False,False,False,False,False,False,False,False,30,0,0,0,10,21,0,0,0,10
2026 Paipa Piper PA-31 crash,2026-03-16 16:17:55,False,0,116,456,340,0.0,True,True,False,False,False,False,False,False,False,False,28,0,0,0,52,9,0,0,0,52
2026 Portland Hearts of Pine season,2026-03-16 16:16:54,False,0,43933,44072,139,0.0,True,True,False,False,False,False,False,False,False,False,35,0,1,0,47,2,0,0,0,47
2026 Portland Hearts of Pine season,2026-03-16 16:23:49,False,0,44072,44264,192,415.0,False,True,False,False,False,False,False,False,False,False,35,0,1,0,55,2,0,0,1,52
2026 South Carolina Commissioner of Agriculture election,2026-03-16 16:21:53,False,0,6213,6297,84,0.0,True,True,False,False,False,False,False,False,False,False,56,0,0,0,20,4,0,0,1,15
2026 South Carolina Commissioner of Agriculture election,2026-03-16 16:27:54,False,0,6297,6660,363,361.0,False,True,False,False,False,False,False,False,False,False,56,0,0,0,10,4,0,0,0,10
2026 South Carolina Commissioner of Agriculture election,2026-03-16 16:29:12,False,0,6660,6736,76,78.0,False,True,False,False,False,False,False,False,False,False,56,0,0,0,20,4,0,0,1,15
2026 South Carolina Commissioner of Agriculture election,2026-03-16 16:31:22,False,0,6736,6815,79,130.0,False,True,False,False,False,False,False,False,False,False,56,0,0,0,20,4,0,0,1,15
2026 Stanley Cup Final,2026-03-16 16:28:29,False,0,1424,13785,12361,0.0,True,True,False,False,False,False,False,False,False,False,22,0,0,0,139,8,0,0,0,139
2026 Thai general election,2026-03-16 16:29:57,False,0,142618,142616,-2,0.0,True,True,False,False,False,False,False,False,False,False,26,0,0,0,22,9,0,0,1,19
2026 United States Senate election in Iowa,2026-03-16 16:26:05,False,0,52979,53511,532,0.0,True,True,False,False,False,False,False,False,False,False,42,0,0,0,18,1,0,0,1,13
2026 West Bengal Legislative Assembly election,2026-03-16 16:17:21,False,0,121622,121618,-4,0.0,True,True,False,False,False,False,False,False,False,False,46,0,0,0,125,2,0,0,0,61
2026 Winter Paralympics,2026-03-16 16:17:02,False,0,70422,70692,270,0.0,True,True,False,False,False,False,False,False,False,False,23,0,0,0,22,5,0,0,1,17
2026 Winter Paralympics,2026-03-16 16:18:14,False,0,70692,70692,0,72.0,False,True,False,False,False,False,False,False,False,False,23,0,0,0,22,5,0,0,1,17
2026 Winter Paralympics,2026-03-16 16:18:32,False,0,70692,70692,0,18.0,False,True,False,False,False,False,False,False,False,False,23,0,0,0,22,5,0,0,1,17
2027 FIFA Women's World Cup qualification,2026-03-16 16:30:03,False,0,33008,32990,-18,0.0,True,True,False,False,False,False,False,False,False,False,41,0,0,0,114,1,0,0,1,121
2027 NCAA Division I men's basketball tournament,2026-03-16 16:30:27,False,0,6180,6182,2,0.0,True,True,False,False,False,False,False,False,False,False,48,0,0,0,112,3,0,0,0,108
2027 NCAA Division I men's basketball tournament,2026-03-16 16:31:28,False,1,6182,6182,0,61.0,False,True,False,False,False,False,False,False,False,False,48,0,0,0,111,3,0,0,1,123
2027 NCAA Division I men's basketball tournament,2026-03-16 16:32:09,False,1,6182,6181,-1,41.0,False,True,False,False,False,False,False,False,False,False,48,0,0,0,106,3,0,0,1,123
2030 FIFA World Cup,2026-03-16 16:24:41,False,0,36762,36761,-1,0.0,True,True,False,False,False,False,False,False,False,False,19,0,0,0,23,7,0,0,1,20
3C,2026-03-16 16:19:36,False,0,1628,1636,8,0.0,True,True,False,False,False,False,False,False,False,False,2,0,1,0,11,2,0,0,0,11
6th National Assembly of Azerbaijan,2026-03-16 16:26:25,False,1,27616,27617,1,0.0,True,True,False,False,False,False,False,False,False,False,35,0,0,1,67,28,0,0,1,64
9-1-1 (TV series),2026-03-16 16:26:53,False,0,73874,73804,-70,0.0,True,True,False,False,False,False,False,False,False,False,17,0,0,0,148,6,0,0,0,50
98th Academy Awards,2026-03-16 16:20:18,False,0,82628,83176,548,0.0,True,True,False,False,False,False,False,False,False,False,19,0,0,0,26,1,0,0,1,21
98th Academy Awards,2026-03-16 16:26:00,False,0,83176,83179,3,342.0,False,True,False,False,False,False,False,False,False,False,19,0,0,0,10,1,0,0,0,10
A B M Obaidul Islam,2026-03-16 16:30:29,False,0,2889,2845,-44,0.0,True,True,False,False,False,False,False,False,False,False,19,0,0,0,10,3,0,0,0,10
AMP (streamer collective),2026-03-16 16:27:09,False,0,15897,15702,-195,0.0,True,True,False,False,False,False,False,False,False,False,25,0,0,0,9,6,0,0,0,9
Adrienne Barbeau,2026-03-16 16:26:24,False,0,49416,49464,48,0.0,True,True,False,False,False,False,False,False,False,False,16,0,0,0,10,2,0,0,0,10
Adventures in Paradise,2026-03-16 16:19:09,False,0,1446,1451,5,0.0,True,True,False,False,False,False,False,False,False,False,22,0,0,0,19,9,0,0,0,19
Affirmative action in the United States,2026-03-16 16:27:18,False,1,181248,181247,-1,0.0,True,True,False,False,False,False,False,False,False,False,39,0,0,1,78,28,0,0,0,71
Afghan Armed Forces,2026-03-16 16:28:09,False,0,38786,38787,1,0.0,True,True,False,False,False,False,False,False,False,False,19,0,0,0,10,2,0,0,0,10
African American newspapers,2026-03-16 16:21:03,False,0,26851,26160,-691,0.0,True,True,False,False,False,False,False,False,False,False,27,0,0,0,176,3,0,0,0,78
African Games,2026-03-16 16:18:40,True,0,30982,31020,38,0.0,True,True,False,False,False,False,False,False,False,False,13,0,1,0,286,59,1,0,0,177
