$schema,bot,comment,id,namespace,notify_url,parsedcomment,server_name,server_script_path,server_url,timestamp,title,title_url,type,user,wiki
/mediawiki/recentchange/1.0.0,False,"[[:Tad, The Lost Explorer]] removed from category, [[Special:WhatLinksHere/Tad, The Lost Explorer|this page is included within other pages]]",2006441008,14,https://en.wikipedia.org/w/index.php?diff=1343808414&oldid=1343808305,"<a href=""/wiki/Tad,_The_Lost_Explorer"" title=""Tad, The Lost Explorer"">Tad, The Lost Explorer</a> removed from category, <a href=""/wiki/Special:WhatLinksHere/Tad,_The_Lost_Explorer"" title=""Special:WhatLinksHere/Tad, The Lost Explorer"">this page is included within other pages</a>",en.wikipedia.org,/w,https://en.wikipedia.org,1773671378,Category:Articles with short description,https://en.wikipedia.org/wiki/Category:Articles_with_short_description,categorize,~2026-16578-17,enwiki
/mediawiki/recentchange/1.0.0,False,/* Personality */ added wiki links [[paranoid]] and [[sociopathic personality disorder]],2006441004,0,https://en.wikipedia.org/w/index.php?diff=1343808397&oldid=1343668805,"<span class=""autocomment""><a href=""/wiki/Joseph_Stalin#Personality"" title=""Joseph Stalin"">→<bdi dir=""ltr"">Personality</bdi></a>: </span> added wiki links <a href=""/wiki/Paranoid"" class=""mw-redirect"" title=""Paranoid"">paranoid</a> and <a href=""/wiki/Sociopathic_personality_disorder"" class=""mw-redirect"" title=""Sociopathic personality disorder"">sociopathic personality disorder</a>",en.wikipedia.org,/w,https://en.wikipedia.org,1773671372,Joseph Stalin,https://en.wikipedia.org/wiki/Joseph_Stalin,edit,Conovaloff,enwiki
/mediawiki/recentchange/1.0.0,False,"[[:Tad, The Lost Explorer]] removed from category, [[Special:WhatLinksHere/Tad, The Lost Explorer|this page is included within other pages]]",2006441009,14,https://en.wikipedia.org/w/index.php?diff=1343808414&oldid=1343808305,"<a href=""/wiki/Tad,_The_Lost_Explorer"" title=""Tad, The Lost Explorer"">Tad, The Lost Explorer</a> removed from category, <a href=""/wiki/Special:WhatLinksHere/Tad,_The_Lost_Explorer"" title=""Special:WhatLinksHere/Tad, The Lost Explorer"">this page is included within other pages</a>",en.wikipedia.org,/w,https://en.wikipedia.org,1773671378,Category:Short description is different from Wikidata,https://en.wikipedia.org/wiki/Category:Short_description_is_different_from_Wikidata,categorize,~2026-16578-17,enwiki
/mediawiki/recentchange/1.0.0,False,"[[:Tad, The Lost Explorer]] removed from category, [[Special:WhatLinksHere/Tad, The Lost Explorer|this page is included within other pages]]",2006441010,14,https://en.wikipedia.org/w/index.php?diff=1343808414&oldid=1343808305,"<a href=""/wiki/Tad,_The_Lost_Explorer"" title=""Tad, The Lost Explorer"">Tad, The Lost Explorer</a> removed from category, <a href=""/wiki/Special:WhatLinksHere/Tad,_The_Lost_Explorer"" title=""Special:WhatLinksHere/Tad, The Lost Explorer"">this page is included within other pages</a>",en.wikipedia.org,/w,https://en.wikipedia.org,1773671378,Category:2012 films,https://en.wikipedia.org/wiki/Category:2012_films,categorize,~2026-16578-17,enwiki
/mediawiki/recentchange/1.0.0,False,"[[:Tad, The Lost Explorer]] removed from category, [[Special:WhatLinksHere/Tad, The Lost Explorer|this page is included within other pages]]",2006441011,14,https://en.wikipedia.org/w/index.php?diff=1343808414&oldid=1343808305,"<a href=""/wiki/Tad,_The_Lost_Explorer"" title=""Tad, The Lost Explorer"">Tad, The Lost Explorer</a> removed from category, <a href=""/wiki/Special:WhatLinksHere/Tad,_The_Lost_Explorer"" title=""Special:WhatLinksHere/Tad, The Lost Explorer"">this page is included within other pages</a>",en.wikipedia.org,/w,https://en.wikipedia.org,1773671378,Category:Template film date with 3 release dates,https://en.wikipedia.org/wiki/Category:Template_film_date_with_3_release_dates,categorize,~2026-16578-17,enwiki
/mediawiki/recentchange/1.0.0,False,"[[:Maria Oyeyinka Laose]] removed from category, [[Special:WhatLinksHere/Maria Oyeyinka Laose|this page is included within other pages]]",2006441012,14,https://en.wikipedia.org/w/index.php?diff=1343808419&oldid=1342212794,"<a href=""/wiki/Maria_Oyeyinka_Laose"" title=""Maria Oyeyinka Laose"">Maria Oyeyinka Laose</a> removed from category, <a href=""/wiki/Special:WhatLinksHere/Maria_Oyeyinka_Laose"" title=""Special:WhatLinksHere/Maria Oyeyinka Laose"">this page is included within other pages</a>",en.wikipedia.org,/w,https://en.wikipedia.org,1773671381,Category:Articles lacking in-text citations from October 2022,https://en.wikipedia.org/wiki/Category:Articles_lacking_in-text_citations_from_October_2022,categorize,Victuallers,enwiki
/mediawiki/recentchange/1.0.0,False,"[[:Maria Oyeyinka Laose]] removed from category, [[Special:WhatLinksHere/Maria Oyeyinka Laose|this page is included within other pages]]",2006441013,14,https://en.wikipedia.org/w/index.php?diff=1343808419&oldid=1342212794,"<a href=""/wiki/Maria_Oyeyinka_Laose"" title=""Maria Oyeyinka Laose"">Maria Oyeyinka Laose</a> removed from category, <a href=""/wiki/Special:WhatLinksHere/Maria_Oyeyinka_Laose"" title=""Special:WhatLinksHere/Maria Oyeyinka Laose"">this page is included within other pages</a>",en.wikipedia.org,/w,https://en.wikipedia.org,1773671381,Category:All articles lacking in-text citations,https://en.wikipedia.org/wiki/Category:All_articles_lacking_in-text_citations,categorize,Victuallers,enwiki
/mediawiki/recentchange/1.0.0,True,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 1 WikiProject template. Create {{WPBS}}. (Fix [[:Category:WikiProject banners without banner shells]]),2006441014,119,https://en.wikipedia.org/w/index.php?diff=1343808423&oldid=1343763509,"<a href=""/wiki/User:Cewbot/log/20200122/configuration"" title=""User:Cewbot/log/20200122/configuration"">Maintain {{WPBS}}</a>: 1 WikiProject template. Create {{WPBS}}. (Fix <a href=""/wiki/Category:WikiProject_banners_without_banner_shells"" title=""Category:WikiProject banners without banner shells"">Category:WikiProject banners without banner shells</a>)",en.wikipedia.org,/w,https://en.wikipedia.org,1773671383,Draft talk:Nadthasiri Bergman,https://en.wikipedia.org/wiki/Draft_talk:Nadthasiri_Bergman,edit,Cewbot,enwiki
/mediawiki/recentchange/1.0.0,False,Fixed a deprecated parameter in the infobox.,2006441015,0,https://en.wikipedia.org/w/index.php?diff=1343808422&oldid=1240264664,Fixed a deprecated parameter in the infobox.,en.wikipedia.org,/w,https://en.wikipedia.org,1773671382,John Carmody (judge),https://en.wikipedia.org/wiki/John_Carmody_(judge),edit,Ira Leviton,enwiki
/mediawiki/recentchange/1.0.0,True,[[:Draft talk:Nadthasiri Bergman]] removed from category,2006441017,14,https://en.wikipedia.org/w/index.php?diff=1343808423&oldid=1343763509,"<a href=""/wiki/Draft_talk:Nadthasiri_Bergman"" title=""Draft talk:Nadthasiri Bergman"">Draft talk:Nadthasiri Bergman</a> removed from category",en.wikipedia.org,/w,https://en.wikipedia.org,1773671383,Category:WikiProject banners without banner shells,https://en.wikipedia.org/wiki/Category:WikiProject_banners_without_banner_shells,categorize,Cewbot,enwiki
/mediawiki/recentchange/1.0.0,True,Archiving 10 discussion(s) from [[Talk:Legal rights of women in history]]) (bot,2006441018,1,https://en.wikipedia.org/w/index.php?oldid=1343808426&rcid=2006441018,"Archiving 10 discussion(s) from <a href=""/wiki/Talk:Legal_rights_of_women_in_history"" title=""Talk:Legal rights of women in history"">Talk:Legal rights of women in history</a>) (bot",en.wikipedia.org,/w,https://en.wikipedia.org,1773671384,Talk:Legal rights of women in history/Archive 1,https://en.wikipedia.org/wiki/Talk:Legal_rights_of_women_in_history/Archive_1,new,Lowercase sigmabot III,enwiki
/mediawiki/recentchange/1.0.0,True,Wikidata list updated [V2],2006441019,2,https://en.wikipedia.org/w/index.php?diff=1343808424&oldid=1342638293,Wikidata list updated [V2],en.wikipedia.org,/w,https://en.wikipedia.org,1773671384,User:ElanHR/listeria test,https://en.wikipedia.org/wiki/User:ElanHR/listeria_test,edit,ListeriaBot,enwiki
/mediawiki/recentchange/1.0.0,False,"[[:John Carmody (judge)]] removed from category, [[Special:WhatLinksHere/John Carmody (judge)|this page is included within other pages]]",2006441020,14,https://en.wikipedia.org/w/index.php?diff=1343808422&oldid=1240264664,"<a href=""/wiki/John_Carmody_(judge)"" title=""John Carmody (judge)"">John Carmody (judge)</a> removed from category, <a href=""/wiki/Special:WhatLinksHere/John_Carmody_(judge)"" title=""Special:WhatLinksHere/John Carmody (judge)"">this page is included within other pages</a>",en.wikipedia.org,/w,https://en.wikipedia.org,1773671382,Category:Pages using infobox officeholder with deprecated parameters,https://en.wikipedia.org/wiki/Category:Pages_using_infobox_officeholder_with_deprecated_parameters,categorize,Ira Leviton,enwiki
/mediawiki/recentchange/1.0.0,False,Removed [[Category:Church of England deans]] as already in more specific [[Category:Deans of Guernsey]],2006441021,0,https://en.wikipedia.org/w/index.php?diff=1343808427&oldid=1329580193,"Removed <a href=""/wiki/Category:Church_of_England_deans"" title=""Category:Church of England deans"">Category:Church of England deans</a> as already in more specific <a href=""/wiki/Category:Deans_of_Guernsey"" title=""Category:Deans of Guernsey"">Category:Deans of Guernsey</a>",en.wikipedia.org,/w,https://en.wikipedia.org,1773671385,Thomas Bell (Anglican priest),https://en.wikipedia.org/wiki/Thomas_Bell_(Anglican_priest),edit,~2026-16410-70,enwiki
/mediawiki/recentchange/1.0.0,False,add infobox,2006441022,0,https://en.wikipedia.org/w/index.php?diff=1343808428&oldid=1273347479,add infobox,en.wikipedia.org,/w,https://en.wikipedia.org,1773671386,Gaston d'Audiffret-Pasquier,https://en.wikipedia.org/wiki/Gaston_d%27Audiffret-Pasquier,edit,Babylon77,enwiki
/mediawiki/recentchange/1.0.0,False,ce,2006441023,2,https://en.wikipedia.org/w/index.php?diff=1343808429&oldid=1343807868,ce,en.wikipedia.org,/w,https://en.wikipedia.org,1773671386,User:TonyTheTiger/Sandbox/Template:S&P 500 companies,https://en.wikipedia.org/wiki/User:TonyTheTiger/Sandbox/Template:S%26P_500_companies,edit,TonyTheTiger,enwiki
/mediawiki/recentchange/1.0.0,True,Archiving 10 discussion(s) to [[Talk:Legal rights of women in history/Archive 1]]) (bot,2006441024,1,https://en.wikipedia.org/w/index.php?diff=1343808431&oldid=1343682804,"Archiving 10 discussion(s) to <a href=""/wiki/Talk:Legal_rights_of_women_in_history/Archive_1"" title=""Talk:Legal rights of women in history/Archive 1"">Talk:Legal rights of women in history/Archive 1</a>) (bot",en.wikipedia.org,/w,https://en.wikipedia.org,1773671386,Talk:Legal rights of women in history,https://en.wikipedia.org/wiki/Talk:Legal_rights_of_women_in_history,edit,Lowercase sigmabot III,enwiki
/mediawiki/recentchange/1.0.0,False,/* 16 */ Daniel Aweyue Syme,2006441025,0,https://en.wikipedia.org/w/index.php?diff=1343808425&oldid=1343806095,"<span class=""autocomment""><a href=""/wiki/Deaths_in_2026#16"" title=""Deaths in 2026"">→<bdi dir=""ltr"">16</bdi></a>: </span> Daniel Aweyue Syme",en.wikipedia.org,/w,https://en.wikipedia.org,1773671384,Deaths in 2026,https://en.wikipedia.org/wiki/Deaths_in_2026,edit,Griffter12,enwiki
/mediawiki/recentchange/1.0.0,True,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 4 WikiProject templates. Create {{WPBS}}. (Fix [[:Category:WikiProject banners without banner shells]]),2006441026,119,https://en.wikipedia.org/w/index.php?diff=1343808433&oldid=1343764407,"<a href=""/wiki/User:Cewbot/log/20200122/configuration"" title=""User:Cewbot/log/20200122/configuration"">Maintain {{WPBS}}</a>: 4 WikiProject templates. Create {{WPBS}}. (Fix <a href=""/wiki/Category:WikiProject_banners_without_banner_shells"" title=""Category:WikiProject banners without banner shells"">Category:WikiProject banners without banner shells</a>)",en.wikipedia.org,/w,https://en.wikipedia.org,1773671386,Draft talk:Kainoa Cortez,https://en.wikipedia.org/wiki/Draft_talk:Kainoa_Cortez,edit,Cewbot,enwiki
/mediawiki/recentchange/1.0.0,False,"[[:Thomas Bell (Anglican priest)]] removed from category, [[Special:WhatLinksHere/Thomas Bell (Anglican priest)|this page is included within other pages]]",2006441027,14,https://en.wikipedia.org/w/index.php?diff=1343808427&oldid=1329580193,"<a href=""/wiki/Thomas_Bell_(Anglican_priest)"" title=""Thomas Bell (Anglican priest)"">Thomas Bell (Anglican priest)</a> removed from category, <a href=""/wiki/Special:WhatLinksHere/Thomas_Bell_(Anglican_priest)"" title=""Special:WhatLinksHere/Thomas Bell (Anglican priest)"">this page is included within other pages</a>",en.wikipedia.org,/w,https://en.wikipedia.org,1773671385,Category:Church of England deans,https://en.wikipedia.org/wiki/Category:Church_of_England_deans,categorize,~2026-16410-70,enwiki
/mediawiki/recentchange/1.0.0,False,/* Joy and Gloom toys */,2006441028,2,https://en.wikipedia.org/w/index.php?diff=1343808430&oldid=1343808236,"<span class=""autocomment""><a href=""/wiki/User:Strudjum/sandbox#Joy_and_Gloom_toys"" title=""User:Strudjum/sandbox"">→<bdi dir=""ltr"">Joy and Gloom toys</bdi></a></span>",en.wikipedia.org,/w,https://en.wikipedia.org,1773671386,User:Strudjum/sandbox,https://en.wikipedia.org/wiki/User:Strudjum/sandbox,edit,Strudjum,enwiki
/mediawiki/recentchange/1.0.0,False,"[[:Gaston d'Audiffret-Pasquier]] added to category, [[Special:WhatLinksHere/Gaston d'Audiffret-Pasquier|this page is included within other pages]]",2006441029,14,https://en.wikipedia.org/w/index.php?diff=1343808428&oldid=1273347479,"<a href=""/wiki/Gaston_d%27Audiffret-Pasquier"" title=""Gaston d&#039;Audiffret-Pasquier"">Gaston d&#039;Audiffret-Pasquier</a> added to category, <a href=""/wiki/Special:WhatLinksHere/Gaston_d%27Audiffret-Pasquier"" title=""Special:WhatLinksHere/Gaston d&#039;Audiffret-Pasquier"">this page is included within other pages</a>",en.wikipedia.org,/w,https://en.wikipedia.org,1773671386,Category:Articles with hCards,https://en.wikipedia.org/wiki/Category:Articles_with_hCards,categorize,Babylon77,enwiki
/mediawiki/recentchange/1.0.0,False,"[[:Gaston d'Audiffret-Pasquier]] removed from category, [[Special:WhatLinksHere/Gaston d'Audiffret-Pasquier|this page is included within other pages]]",2006441030,14,https://en.wikipedia.org/w/index.php?diff=1343808428&oldid=1273347479,"<a href=""/wiki/Gaston_d%27Audiffret-Pasquier"" title=""Gaston d&#039;Audiffret-Pasquier"">Gaston d&#039;Audiffret-Pasquier</a> removed from category, <a href=""/wiki/Special:WhatLinksHere/Gaston_d%27Audiffret-Pasquier"" title=""Special:WhatLinksHere/Gaston d&#039;Audiffret-Pasquier"">this page is included within other pages</a>",en.wikipedia.org,/w,https://en.wikipedia.org,1773671386,Category:Use dmy dates from February 2025,https://en.wikipedia.org/wiki/Category:Use_dmy_dates_from_February_2025,categorize,Babylon77,enwiki
/mediawiki/recentchange/1.0.0,True,[[:Draft talk:Kainoa Cortez]] removed from category,2006441031,14,https://en.wikipedia.org/w/index.php?diff=1343808433&oldid=1343764407,"<a href=""/wiki/Draft_talk:Kainoa_Cortez"" title=""Draft talk:Kainoa Cortez"">Draft talk:Kainoa Cortez</a> removed from category",en.wikipedia.org,/w,https://en.wikipedia.org,1773671386,Category:WikiProject banners without banner shells,https://en.wikipedia.org/wiki/Category:WikiProject_banners_without_banner_shells,categorize,Cewbot,enwiki
/mediawiki/recentchange/1.0.0,False,Reverted 1 edit by [[Special:Contributions/~2026-16545-97|~2026-16545-97]] ([[User talk:~2026-16545-97|talk]]) to last revision by Jimbo50095,2006441032,0,https://en.wikipedia.org/w/index.php?diff=1343808436&oldid=1343808314,"Reverted 1 edit by <a href=""/wiki/Special:Contributions/~2026-16545-97"" class=""mw-tempuserlink"" title=""Special:Contributions/~2026-16545-97"">~2026-16545-97</a> (<a href=""/w/index.php?title=User_talk:~2026-16545-97&amp;action=edit&amp;redlink=1"" class=""new"" title=""User talk:~2026-16545-97 (page does not exist)"">talk</a>) to last revision by Jimbo50095",en.wikipedia.org,/w,https://en.wikipedia.org,1773671387,Phil Gould (musician),https://en.wikipedia.org/wiki/Phil_Gould_(musician),edit,Urbanjester,enwiki
/mediawiki/recentchange/1.0.0,False,Update with citation,2006441033,0,https://en.wikipedia.org/w/index.php?diff=1343808435&oldid=1343788849,Update with citation,en.wikipedia.org,/w,https://en.wikipedia.org,1773671387,Jagannath University,https://en.wikipedia.org/wiki/Jagannath_University,edit,Niasoh,enwiki
/mediawiki/recentchange/1.0.0,False,/* Personal life */,2006441034,2,https://en.wikipedia.org/w/index.php?diff=1343808432&oldid=1343807458,"<span class=""autocomment""><a href=""/wiki/User:Feralpearl/sandbox#Personal_life"" title=""User:Feralpearl/sandbox"">→<bdi dir=""ltr"">Personal life</bdi></a></span>",en.wikipedia.org,/w,https://en.wikipedia.org,1773671386,User:Feralpearl/sandbox,https://en.wikipedia.org/wiki/User:Feralpearl/sandbox,edit,Feralpearl,enwiki
/mediawiki/recentchange/1.0.0,True,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. Create {{WPBS}}. (Fix [[:Category:WikiProject banners without banner shells]]),2006441035,119,https://en.wikipedia.org/w/index.php?diff=1343808440&oldid=1343765332,"<a href=""/wiki/User:Cewbot/log/20200122/configuration"" title=""User:Cewbot/log/20200122/configuration"">Maintain {{WPBS}}</a>: 3 WikiProject templates. Create {{WPBS}}. (Fix <a href=""/wiki/Category:WikiProject_banners_without_banner_shells"" title=""Category:WikiProject banners without banner shells"">Category:WikiProject banners without banner shells</a>)",en.wikipedia.org,/w,https://en.wikipedia.org,1773671389,Draft talk:IEEE Transactions on Circuits and Systems for Video Technology,https://en.wikipedia.org/wiki/Draft_talk:IEEE_Transactions_on_Circuits_and_Systems_for_Video_Technology,edit,Cewbot,enwiki
/mediawiki/recentchange/1.0.0,False,[[WP:USERNOCAT]],2006441036,2,https://en.wikipedia.org/w/index.php?diff=1343808441&oldid=1343628983,"<a href=""/wiki/Wikipedia:USERNOCAT"" class=""mw-redirect"" title=""Wikipedia:USERNOCAT"">WP:USERNOCAT</a>",en.wikipedia.org,/w,https://en.wikipedia.org,1773671389,User:TheRezonApp/sandbox,https://en.wikipedia.org/wiki/User:TheRezonApp/sandbox,edit,Bearcat,enwiki
/mediawiki/recentchange/1.0.0,False,/* Amalthea (mythology) */ img rev,2006441037,4,https://en.wikipedia.org/w/index.php?diff=1343808438&oldid=1343805290,"<span class=""autocomment""><a href=""/wiki/Wikipedia:Featured_article_candidates/Amalthea_(mythology)/archive1#Amalthea_(mythology)"" title=""Wikipedia:Featured article candidates/Amalthea (mythology)/archive1"">→<bdi dir=""ltr"">Amalthea (mythology)</bdi></a>: </span> img rev",en.wikipedia.org,/w,https://en.wikipedia.org,1773671389,Wikipedia:Featured article candidates/Amalthea (mythology)/archive1,https://en.wikipedia.org/wiki/Wikipedia:Featured_article_candidates/Amalthea_(mythology)/archive1,edit,Howardcorn33,enwiki
/mediawiki/recentchange/1.0.0,False,,2006441038,0,https://en.wikipedia.org/w/index.php?diff=1343808434&oldid=1343788087,,en.wikipedia.org,/w,https://en.wikipedia.org,1773671385,2025–26 Liga 4 Central Papua,https://en.wikipedia.org/wiki/2025%E2%80%9326_Liga_4_Central_Papua,edit,AZ23BAR,enwiki
/mediawiki/recentchange/1.0.0,False,/* CS1 error on Roman Anthony */ ([[Wikipedia:Bots/Requests for approval/Qwerfjkl (bot) 17|Task 17]]),2006441039,3,https://en.wikipedia.org/w/index.php?oldid=1343808442&rcid=2006441039,"<span class=""autocomment""><a href=""/wiki/User_talk:OwenLayf#CS1_error_on_Roman_Anthony"" title=""User talk:OwenLayf"">→<bdi dir=""ltr"">CS1 error on Roman Anthony</bdi></a>: </span> (<a href=""/wiki/Wikipedia:Bots/Requests_for_approval/Qwerfjkl_(bot)_17"" title=""Wikipedia:Bots/Requests for approval/Qwerfjkl (bot) 17"">Task 17</a>)",en.wikipedia.org,/w,https://en.wikipedia.org,1773671390,User talk:OwenLayf,https://en.wikipedia.org/wiki/User_talk:OwenLayf,new,Qwerfjkl (bot),enwiki
/mediawiki/recentchange/1.0.0,False,/* growthexperiments-addlink-summary-summary:3|0|0 */,2006441040,0,https://en.wikipedia.org/w/index.php?diff=1343808439&oldid=1341059953,Link suggestions feature: 3 links added.,en.wikipedia.org,/w,https://en.wikipedia.org,1773671389,Pinoleville Pomo Nation,https://en.wikipedia.org/wiki/Pinoleville_Pomo_Nation,edit,Buttonham,enwiki
/mediawiki/recentchange/1.0.0,False,,2006441041,2,https://en.wikipedia.org/w/index.php?diff=1343808444&oldid=1343190222,,en.wikipedia.org,/w,https://en.wikipedia.org,1773671390,User:OneOldNewspaperFan/Articles started,https://en.wikipedia.org/wiki/User:OneOldNewspaperFan/Articles_started,edit,OneOldNewspaperFan,enwiki
/mediawiki/recentchange/1.0.0,False,,,0,,,en.wikipedia.org,/w,https://en.wikipedia.org,1773671390,Pinoleville Pomo Nation,https://en.wikipedia.org/wiki/Pinoleville_Pomo_Nation,log,Buttonham,enwiki
/mediawiki/recentchange/1.0.0,True,[[:Draft talk:IEEE Transactions on Circuits and Systems for Video Technology]] removed from category,2006441043,14,https://en.wikipedia.org/w/index.php?diff=1343808440&oldid=1343765332,"<a href=""/wiki/Draft_talk:IEEE_Transactions_on_Circuits_and_Systems_for_Video_Technology"" title=""Draft talk:IEEE Transactions on Circuits and Systems for Video Technology"">Draft talk:IEEE Transactions on Circuits and Systems for Video Technology</a> removed from category",en.wikipedia.org,/w,https://en.wikipedia.org,1773671389,Category:WikiProject banners without banner shells,https://en.wikipedia.org/wiki/Category:WikiProject_banners_without_banner_shells,categorize,Cewbot,enwiki
